sig_uf (municipio_ibge.csv);ano_deferimento;Municipio-UF;Nom Municipio;nom_nj_agrupada;sig_uf;Idt Capital;mes_deferimento;Nom Regiao;qtd_empresas;qtd_horas_viabilidade_soma;Tempo Médio Viabilidade;vlr_horas_viabilidade_soma;vlr_qtd_empresas;cod_municipio_ibge;cod_municipio_ibge (municipio_ibge.csv);cod_nj_agrupada;cod_nj_agrupada (natureza_juridica_agrupada.csv);Número de registros;opcao_mei;qtd_horas_abertura_media;qtd_horas_abertura_soma;qtd_horas_registro_media;qtd_horas_registro_soma;qtd_horas_viabilidade_media;Soma Tempos;Tempo Médio de Abertura;Tempo Médio Registro;tip_porte;vlr_horas_abertura_media;vlr_horas_abertura_soma;vlr_horas_registro_media;vlr_horas_registro_soma;vlr_horas_viabilidade_media;vlr_latitude;vlr_longitude
MT;2023;Primavera do Leste - MT;Primavera do Leste;Empresário Individual;MT;Não;Março;Centro-Oeste;16;177.27;11;177,27;16;5107040;5107040;14;14;1;Não;12.720625;203.53;1.64125;26.26;11.079375;13;0 Dia(s) 13 Hora(s);2;1;12,720625;203,53;1,64125;26,26;11,079375;-15.13996028900146;-54.21527099609375
MT;2023;Rondonópolis - MT;Rondonópolis;Empresário Individual;MT;Não;Março;Centro-Oeste;27;600.9;22;600,9;27;5107602;5107602;14;14;1;Não;22.59888888888889;610.1700000000001;0.3433333333333333;9.269999999999998;22.25555555555556;23;0 Dia(s) 23 Hora(s);0;1;22,598888889;610,17;0,343333333;9,27;22,255555556;-16.57051086425781;-54.71640014648438
GO;2023;Arenópolis - GO;Arenópolis;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;142.87;143;142,87;1;5202353;5202353;18;18;1;Não;142.89;142.89;0.02;0.02;142.87;143;5 Dia(s) 23 Hora(s);0;1;142,89;142,89;0,02;0,02;142,87;-16.34334945678711;-51.55088043212891
GO;2023;Baliza - GO;Baliza;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;48.45;48;48,45;1;5203104;5203104;18;18;1;Não;48.45;48.45;0;0;48.45;48;2 Dia(s) 0 Hora(s);0;1;48,45;48,45;0;0;48,45;-16.34030914306641;-52.4782600402832
GO;2023;Bonfinópolis - GO;Bonfinópolis;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;47.91;48;47,91;1;5203559;5203559;18;18;1;Não;47.91999999999999;47.91999999999999;0.01;0.01;47.91;48;2 Dia(s) 0 Hora(s);0;1;47,92;47,92;0,01;0,01;47,91;-16.592529296875;-49.01282119750977
GO;2023;Buriti de Goiás - GO;Buriti de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;119.6;120;119,6;1;5203939;5203939;18;18;1;Não;119.6;119.6;0;0;119.6;120;5 Dia(s) 0 Hora(s);0;1;119,6;119,6;0;0;119,6;-16.16828918457031;-50.45328903198242
GO;2023;Cachoeira de Goiás - GO;Cachoeira de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;0.08;0;0,08;1;5204201;5204201;18;18;1;Não;0.1;0.1;0.02;0.02;0.08;0;0 Dia(s) 0 Hora(s);0;1;0,1;0,1;0,02;0,02;0,08;-16.71365928649902;-50.7057991027832
GO;2023;Campos Verdes - GO;Campos Verdes;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;1.58;2;1,58;1;5204953;5204953;18;18;1;Não;1.58;1.58;0;0;1.58;2;0 Dia(s) 2 Hora(s);0;1;1,58;1,58;0;0;1,58;-14.20026016235352;-49.63964080810547
GO;2023;Castelândia - GO;Castelândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;24.92;25;24,92;1;5205059;5205059;18;18;1;Não;24.95;24.95;0.03;0.03;24.92;25;1 Dia(s) 1 Hora(s);0;1;24,95;24,95;0,03;0,03;24,92;-18.15249061584473;-50.29858016967773
GO;2023;Caçu - GO;Caçu;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;18.6;19;18,6;1;5204300;5204300;18;18;1;Não;18.62;18.62;0.02;0.02;18.6;19;0 Dia(s) 19 Hora(s);0;1;18,62;18,62;0,02;0,02;18,6;-18.73296928405762;-51.12321090698242
GO;2023;Chapadão do Céu - GO;Chapadão do Céu;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;24.1;24;24,1;1;5205471;5205471;18;18;1;Não;25.03;25.03;0.93;0.93;24.1;25;1 Dia(s) 1 Hora(s);1;1;25,03;25,03;0,93;0,93;24,1;-18.38327026367188;-52.62200927734375
GO;2023;Corumbaíba - GO;Corumbaíba;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;122.53;123;122,53;1;5205901;5205901;18;18;1;Não;122.55;122.55;0.02;0.02;122.53;123;5 Dia(s) 3 Hora(s);0;1;122,55;122,55;0,02;0,02;122,53;-18.10940933227539;-48.54370880126953
GO;2023;Damolândia - GO;Damolândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;0;0;0;1;5206800;5206800;18;18;1;Não;0.21;0.21;0.21;0.21;0;0;0 Dia(s) 0 Hora(s);0;1;0,21;0,21;0,21;0,21;0;-16.25023078918457;-49.32730102539062
GO;2023;Flores de Goiás - GO;Flores de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;4.24;4;4,24;1;5207907;5207907;18;18;1;Não;4.25;4.25;0.01;0.01;4.24;4;0 Dia(s) 4 Hora(s);0;1;4,25;4,25;0,01;0,01;4,24;-14.58549976348877;-46.9199104309082
GO;2023;Leopoldo de Bulhões - GO;Leopoldo de Bulhões;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;39.46;39;39,46;1;5212303;5212303;18;18;1;Não;39.46;39.46;0;0;39.46;39;1 Dia(s) 15 Hora(s);0;1;39,46;39,46;0;0;39,46;-16.55533027648926;-48.90956878662109
GO;2023;Montividiu do Norte - GO;Montividiu do Norte;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;3.37;3;3,37;1;5213772;5213772;18;18;1;Não;3.39;3.39;0.02;0.02;3.37;3;0 Dia(s) 3 Hora(s);0;1;3,39;3,39;0,02;0,02;3,37;-13.10554027557373;-48.7383918762207
GO;2023;Nazário - GO;Nazário;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;43.12;43;43,12;1;5214408;5214408;18;18;1;Não;43.55;43.55;0.43;0.43;43.12;44;1 Dia(s) 20 Hora(s);0;1;43,55;43,55;0,43;0,43;43,12;-16.58345985412598;-49.86196136474609
GO;2023;Santa Fé de Goiás - GO;Santa Fé de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;14.28;14;14,28;1;5219258;5219258;18;18;1;Não;14.32;14.32;0.04;0.04;14.28;14;0 Dia(s) 14 Hora(s);0;1;14,32;14,32;0,04;0,04;14,28;-15.66236019134521;-51.11236953735352
GO;2023;Santa Rita do Novo Destino - GO;Santa Rita do Novo Destino;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;0.83;1;0,83;1;5219456;5219456;18;18;1;Não;0.84;0.84;0.01;0.01;0.83;1;0 Dia(s) 1 Hora(s);0;1;0,84;0,84;0,01;0,01;0,83;-14.86888980865479;-49.02569961547852
GO;2023;Silvânia - GO;Silvânia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;0.39;0;0,39;1;5220603;5220603;18;18;1;Não;0.39;0.39;0;0;0.39;0;0 Dia(s) 0 Hora(s);0;1;0,39;0,39;0;0;0,39;-16.6044807434082;-48.47721862792969
GO;2023;Simolândia - GO;Simolândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;21.7;22;21,7;1;5220686;5220686;18;18;1;Não;21.72;21.72;0.02;0.02;21.7;22;0 Dia(s) 22 Hora(s);0;1;21,72;21,72;0,02;0,02;21,7;-14.43960952758789;-46.57379150390625
GO;2023;Uruana - GO;Uruana;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;73.15000000000001;73;73,15;1;5221700;5221700;18;18;1;Não;73.84;73.84;0.6900000000000001;0.6900000000000001;73.15000000000001;74;3 Dia(s) 2 Hora(s);1;1;73,84;73,84;0,69;0,69;73,15;-15.61489009857178;-49.63114166259766
GO;2023;Vicentinópolis - GO;Vicentinópolis;Sociedade Limitada;GO;Não;Março;Centro-Oeste;1;15.7;16;15,7;1;5222054;5222054;18;18;1;Não;16.02;16.02;0.32;0.32;15.7;16;0 Dia(s) 16 Hora(s);0;1;16,02;16,02;0,32;0,32;15,7;-17.7381591796875;-49.90148162841797
GO;2023;Barro Alto - GO;Barro Alto;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;34.13;17;34,13;2;5203203;5203203;18;18;1;Não;17.08;34.16;0.015;0.03;17.065;17;0 Dia(s) 17 Hora(s);0;1;17,08;34,16;0,015;0,03;17,065;-14.90338039398193;-48.87622833251953
GO;2023;Campo Alegre de Goiás - GO;Campo Alegre de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;115.43;58;115,43;2;5204805;5204805;18;18;1;Não;57.725;115.45;0.01;0.02;57.715;58;2 Dia(s) 10 Hora(s);0;1;57,725;115,45;0,01;0,02;57,715;-17.53400039672852;-47.75120162963867
GO;2023;Campos Belos - GO;Campos Belos;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;1.9;1;1,9;2;5204904;5204904;18;18;1;Não;1.11;2.22;0.16;0.32;0.9500000000000001;1;0 Dia(s) 1 Hora(s);0;1;1,11;2,22;0,16;0,32;0,95;-12.96522998809814;-46.19937896728516
GO;2023;Cocalzinho de Goiás - GO;Cocalzinho de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;70.84;35;70,84;2;5205513;5205513;18;18;1;Não;35.46;70.92;0.04;0.08;35.42;35;1 Dia(s) 11 Hora(s);0;1;35,46;70,92;0,04;0,08;35,42;-15.63656044006348;-48.6279182434082
GO;2023;Israelândia - GO;Israelândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;72.12;36;72,12;2;5210307;5210307;18;18;1;Não;37.085;74.17;1.025;2.05;36.06;37;1 Dia(s) 13 Hora(s);1;1;37,085;74,17;1,025;2,05;36,06;-16.35577011108398;-50.89395141601562
GO;2023;Montividiu - GO;Montividiu;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;6.5;3;6,5;2;5213756;5213756;18;18;1;Não;13.95;27.9;10.7;21.4;3.25;14;0 Dia(s) 14 Hora(s);11;1;13,95;27,9;10,7;21,4;3,25;-17.24501037597656;-51.21295166015625
GO;2023;Sanclerlândia - GO;Sanclerlândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;2;0.5;0;0,5;2;5219001;5219001;18;18;1;Não;10.26;20.52;10.01;20.02;0.25;10;0 Dia(s) 10 Hora(s);10;1;10,26;20,52;10,01;20,02;0,25;-16.32567977905273;-50.46160125732422
GO;2023;Aruanã - GO;Aruanã;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;126.19;42;126,19;3;5202502;5202502;18;18;1;Não;42.55666666666666;127.67;0.4933333333333333;1.48;42.06333333333333;43;1 Dia(s) 19 Hora(s);0;1;42,556666667;127,67;0,493333333;1,48;42,063333333;-14.71652984619141;-50.93621063232422
GO;2023;Faina - GO;Faina;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;70.73;24;70,73;3;5207535;5207535;18;18;1;Não;28.43;85.28999999999999;4.853333333333333;14.56;23.57666666666667;28;1 Dia(s) 4 Hora(s);5;1;28,43;85,29;4,853333333;14,56;23,576666667;-15.44631004333496;-50.34577178955078
GO;2023;Guapó - GO;Guapó;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;110.59;37;110,59;3;5209200;5209200;18;18;1;Não;37.13;111.39;0.2666666666666667;0.8;36.86333333333334;37;1 Dia(s) 13 Hora(s);0;1;37,13;111,39;0,266666667;0,8;36,863333333;-16.91793060302734;-49.60050964355469
GO;2023;Itauçu - GO;Itauçu;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;44.43;15;44,43;3;5211404;5211404;18;18;1;Não;15.03;45.09;0.22;0.66;14.81;15;0 Dia(s) 15 Hora(s);0;1;15,03;45,09;0,22;0,66;14,81;-16.2171802520752;-49.67002868652344
GO;2023;Mundo Novo - GO;Mundo Novo;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;3.71;1;3,71;3;5214051;5214051;18;18;1;Não;1.32;3.96;0.08333333333333333;0.25;1.236666666666667;1;0 Dia(s) 1 Hora(s);0;1;1,32;3,96;0,083333333;0,25;1,236666667;-13.77863025665283;-50.18239974975586
GO;2023;Pontalina - GO;Pontalina;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;48.09;16;48,09;3;5217708;5217708;18;18;1;Não;16.76666666666667;50.3;0.7366666666666667;2.21;16.03;17;0 Dia(s) 17 Hora(s);1;1;16,766666667;50,3;0,736666667;2,21;16,03;-17.53749084472656;-49.49612045288086
GO;2023;Rialma - GO;Rialma;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;24.36;8;24,36;3;5218607;5218607;18;18;1;Não;8.513333333333334;25.54;0.3933333333333334;1.18;8.119999999999999;9;0 Dia(s) 9 Hora(s);0;1;8,513333333;25,54;0,393333333;1,18;8,12;-15.31659030914307;-49.53932189941406
GO;2023;Santa Terezinha de Goiás - GO;Santa Terezinha de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;15.92;5;15,92;3;5219704;5219704;18;18;1;Não;5.919999999999999;17.76;0.6133333333333333;1.84;5.306666666666667;6;0 Dia(s) 6 Hora(s);1;1;5,92;17,76;0,613333333;1,84;5,306666667;-14.31101036071777;-49.57926177978516
GO;2023;São Miguel do Araguaia - GO;São Miguel do Araguaia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;3;35.78;12;35,78;3;5220207;5220207;18;18;1;Não;17.12333333333333;51.37;5.196666666666666;15.59;11.92666666666667;17;0 Dia(s) 17 Hora(s);5;1;17,123333333;51,37;5,196666667;15,59;11,926666667;-12.98633003234863;-50.2251091003418
GO;2023;Aragarças - GO;Aragarças;Sociedade Limitada;GO;Não;Março;Centro-Oeste;4;102.92;26;102,92;4;5201702;5201702;18;18;1;Não;25.74;102.96;0.01;0.04;25.73;26;1 Dia(s) 2 Hora(s);0;1;25,74;102,96;0,01;0,04;25,73;-15.98859024047852;-52.20241928100586
GO;2023;Caiapônia - GO;Caiapônia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;4;40.92;10;40,92;4;5204409;5204409;18;18;1;Não;10.3;41.2;0.07000000000000001;0.28;10.23;10;0 Dia(s) 10 Hora(s);0;1;10,3;41,2;0,07;0,28;10,23;-16.97645950317383;-51.76187133789062
GO;2023;Montes Claros de Goiás - GO;Montes Claros de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;4;76.39;19;76,39;4;5213707;5213707;18;18;1;Não;19.1025;76.41;0.005;0.02;19.0975;19;0 Dia(s) 19 Hora(s);0;1;19,1025;76,41;0,005;0,02;19,0975;-15.84827995300293;-51.66864013671875
GO;2023;São Simão - GO;São Simão;Sociedade Limitada;GO;Não;Março;Centro-Oeste;4;30.21;8;30,21;4;5220405;5220405;18;18;1;Não;8.0175;32.07;0.465;1.86;7.5525;8;0 Dia(s) 8 Hora(s);0;1;8,0175;32,07;0,465;1,86;7,5525;-19.01618003845215;-50.58890914916992
GO;2023;Alexânia - GO;Alexânia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;5;89.03;18;89,03;5;5200308;5200308;18;18;1;Não;17.912;89.56;0.106;0.53;17.806;18;0 Dia(s) 18 Hora(s);0;1;17,912;89,56;0,106;0,53;17,806;-16.12042045593262;-48.48685073852539
GO;2023;Alto Paraíso de Goiás - GO;Alto Paraíso de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;5;92.34;18;92,34;5;5200605;5200605;18;18;1;Não;18.698;93.49000000000001;0.23;1.15;18.468;19;0 Dia(s) 19 Hora(s);0;1;18,698;93,49;0,23;1,15;18,468;-14.16221046447754;-47.64813995361328
GO;2023;Palmeiras de Goiás - GO;Palmeiras de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;5;116.34;23;116,34;5;5215702;5215702;18;18;1;Não;23.964;119.82;0.696;3.48;23.268;24;1 Dia(s) 0 Hora(s);1;1;23,964;119,82;0,696;3,48;23,268;-16.83746910095215;-49.93038940429688
GO;2023;Padre Bernardo - GO;Padre Bernardo;Sociedade Limitada;GO;Não;Março;Centro-Oeste;6;100.08;17;100,08;6;5215603;5215603;18;18;1;Não;17.085;102.51;0.405;2.43;16.68;17;0 Dia(s) 17 Hora(s);0;1;17,085;102,51;0,405;2,43;16,68;-15.37285041809082;-48.2518196105957
GO;2023;Piranhas - GO;Piranhas;Sociedade Limitada;GO;Não;Março;Centro-Oeste;6;215.44;36;215,44;6;5217203;5217203;18;18;1;Não;36.04;216.24;0.1333333333333333;0.8;35.90666666666667;36;1 Dia(s) 12 Hora(s);0;1;36,04;216,24;0,133333333;0,8;35,906666667;-16.37058067321777;-51.84683990478516
GO;2023;Abadiânia - GO;Abadiânia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;7;128.47;18;128,47;7;5200100;5200100;18;18;1;Não;21.24857142857143;148.74;2.895714285714285;20.27;18.35285714285714;21;0 Dia(s) 21 Hora(s);3;1;21,248571429;148,74;2,895714286;20,27;18,352857143;-16.16787910461426;-48.74539184570312
GO;2023;Goiatuba - GO;Goiatuba;Sociedade Limitada;GO;Não;Março;Centro-Oeste;7;37.08;5;37,08;7;5209101;5209101;18;18;1;Não;5.329999999999999;37.31;0.03285714285714286;0.23;5.297142857142857;5;0 Dia(s) 5 Hora(s);0;1;5,33;37,31;0,032857143;0,23;5,297142857;-17.99072074890137;-49.64883041381836
GO;2023;Acreúna - GO;Acreúna;Sociedade Limitada;GO;Não;Março;Centro-Oeste;8;140.3;18;140,3;8;5200134;5200134;18;18;1;Não;19.44375;155.55;1.90625;15.25;17.5375;19;0 Dia(s) 19 Hora(s);2;1;19,44375;155,55;1,90625;15,25;17,5375;-17.42303085327148;-50.32649993896484
GO;2023;Abadia de Goiás - GO;Abadia de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;9;151.83;17;151,83;9;5200050;5200050;18;18;1;Não;20.26444444444444;182.38;3.394444444444445;30.55;16.87;20;0 Dia(s) 20 Hora(s);3;1;20,264444444;182,38;3,394444444;30,55;16,87;-16.78881072998047;-49.46015167236328
GO;2023;Hidrolândia - GO;Hidrolândia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;9;177.46;20;177,46;9;5209705;5209705;18;18;1;Não;19.95555555555556;179.6;0.2377777777777778;2.14;19.71777777777778;20;0 Dia(s) 20 Hora(s);0;1;19,955555556;179,6;0,237777778;2,14;19,717777778;-17.00555992126465;-49.22549057006836
GO;2023;Nerópolis - GO;Nerópolis;Sociedade Limitada;GO;Não;Março;Centro-Oeste;9;112.86;13;112,86;9;5214507;5214507;18;18;1;Não;14.44555555555555;130.01;1.905555555555555;17.15;12.54;14;0 Dia(s) 14 Hora(s);2;1;14,445555556;130,01;1,905555556;17,15;12,54;-16.42972946166992;-49.17734146118164
GO;2023;Quirinópolis - GO;Quirinópolis;Sociedade Limitada;GO;Não;Março;Centro-Oeste;9;27.47;3;27,47;9;5218508;5218508;18;18;1;Não;4.868888888888889;43.82;1.816666666666666;16.35;3.052222222222222;5;0 Dia(s) 5 Hora(s);2;1;4,868888889;43,82;1,816666667;16,35;3,052222222;-18.45326042175293;-50.56412124633789
GO;2023;Ceres - GO;Ceres;Sociedade Limitada;GO;Não;Março;Centro-Oeste;10;49.44;5;49,44;10;5205406;5205406;18;18;1;Não;5.019;50.19;0.075;0.75;4.944000000000001;5;0 Dia(s) 5 Hora(s);0;1;5,019;50,19;0,075;0,75;4,944;-15.2728796005249;-49.65951156616211
GO;2023;Bela Vista de Goiás - GO;Bela Vista de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;11;289.85;26;289,85;11;5203302;5203302;18;18;1;Não;30.76272727272728;338.39;4.412727272727273;48.54;26.35;31;1 Dia(s) 7 Hora(s);4;1;30,762727273;338,39;4,412727273;48,54;26,35;-16.97287940979004;-48.91910171508789
GO;2023;Santo Antônio de Goiás - GO;Santo Antônio de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;11;120.16;11;120,16;11;5219738;5219738;18;18;1;Não;12.36181818181818;135.98;1.438181818181818;15.82;10.92363636363636;12;0 Dia(s) 12 Hora(s);1;1;12,361818182;135,98;1,438181818;15,82;10,923636364;-16.47757911682129;-49.29507064819336
GO;2023;Jaraguá - GO;Jaraguá;Sociedade Limitada;GO;Não;Março;Centro-Oeste;12;177.04;15;177,04;12;5211800;5211800;18;18;1;Não;14.985;179.82;0.2316666666666667;2.78;14.75333333333334;15;0 Dia(s) 15 Hora(s);0;1;14,985;179,82;0,231666667;2,78;14,753333333;-15.72039985656738;-49.35290145874023
GO;2023;Iporá - GO;Iporá;Sociedade Limitada;GO;Não;Março;Centro-Oeste;14;276.83;20;276,83;14;5210208;5210208;18;18;1;Não;23.09857142857143;323.38;3.325;46.55;19.77357142857143;23;0 Dia(s) 23 Hora(s);3;1;23,098571429;323,38;3,325;46,55;19,773571429;-16.4507999420166;-51.1220817565918
GO;2023;Planaltina - GO;Planaltina;Sociedade Limitada;GO;Não;Março;Centro-Oeste;14;466.92;33;466,92;14;5217609;5217609;18;18;1;Não;33.585;470.19;0.2335714285714286;3.27;33.35142857142857;34;1 Dia(s) 10 Hora(s);0;1;33,585;470,19;0,233571429;3,27;33,351428571;-15.26562023162842;-47.75162124633789
GO;2023;Goianésia - GO;Goianésia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;16;382.1899999999999;24;382,19;16;5208608;5208608;18;18;1;Não;25.065625;401.05;1.17875;18.86;23.886875;25;1 Dia(s) 1 Hora(s);1;1;25,065625;401,05;1,17875;18,86;23,886875;-15.29728984832764;-49.1927604675293
GO;2023;Itaberaí - GO;Itaberaí;Sociedade Limitada;GO;Não;Março;Centro-Oeste;16;230.14;14;230,14;16;5210406;5210406;18;18;1;Não;15.495625;247.93;1.111875;17.79;14.38375;15;0 Dia(s) 15 Hora(s);1;1;15,495625;247,93;1,111875;17,79;14,38375;-16.11553955078125;-49.84281921386719
GO;2023;São Luís de Montes Belos - GO;São Luís de Montes Belos;Sociedade Limitada;GO;Não;Março;Centro-Oeste;18;305.11;17;305,11;18;5220108;5220108;18;18;1;Não;17.74833333333333;319.47;0.7977777777777777;14.36;16.95055555555556;18;0 Dia(s) 18 Hora(s);1;1;17,748333333;319,47;0,797777778;14,36;16,950555556;-16.46149063110352;-50.37191009521484
GO;2023;Inhumas - GO;Inhumas;Sociedade Limitada;GO;Não;Março;Centro-Oeste;20;264.74;13;264,74;20;5210000;5210000;18;18;1;Não;13.4805;269.61;0.2435;4.87;13.237;13;0 Dia(s) 13 Hora(s);0;1;13,4805;269,61;0,2435;4,87;13,237;-16.31067085266113;-49.50532913208008
GO;2023;Formosa - GO;Formosa;Sociedade Limitada;GO;Não;Março;Centro-Oeste;21;103.49;5;103,49;21;5208004;5208004;18;18;1;Não;5.916190476190476;124.24;0.9880952380952382;20.75;4.928095238095239;6;0 Dia(s) 6 Hora(s);1;1;5,916190476;124,24;0,988095238;20,75;4,928095238;-15.28664970397949;-47.25127029418945
GO;2023;Catalão - GO;Catalão;Sociedade Limitada;GO;Não;Março;Centro-Oeste;23;464.27;20;464,27;23;5205109;5205109;18;18;1;Não;21.29;489.6700000000001;1.104347826086956;25.4;20.18565217391304;21;0 Dia(s) 21 Hora(s);1;1;21,29;489,67;1,104347826;25,4;20,185652174;-17.97871017456055;-47.72053146362305
GO;2023;Caldas Novas - GO;Caldas Novas;Sociedade Limitada;GO;Não;Março;Centro-Oeste;26;313.34;12;313,34;26;5204508;5204508;18;18;1;Não;12.35461538461539;321.22;0.3030769230769231;7.88;12.05153846153846;12;0 Dia(s) 12 Hora(s);0;1;12,354615385;321,22;0,303076923;7,88;12,051538462;-17.77075958251953;-48.63274002075195
GO;2023;Itumbiara - GO;Itumbiara;Sociedade Limitada;GO;Não;Março;Centro-Oeste;29;137.91;5;137,91;29;5211503;5211503;18;18;1;Não;6.757241379310345;195.96;2.001724137931034;58.05;4.75551724137931;7;0 Dia(s) 7 Hora(s);2;1;6,757241379;195,96;2,001724138;58,05;4,755517241;-18.37590026855469;-49.38983917236328
GO;2023;Jataí - GO;Jataí;Sociedade Limitada;GO;Não;Março;Centro-Oeste;29;505.16;17;505,16;29;5211909;5211909;18;18;1;Não;19.36655172413793;561.6299999999999;1.947241379310345;56.47000000000001;17.41931034482759;19;0 Dia(s) 19 Hora(s);2;1;19,366551724;561,63;1,947241379;56,47;17,419310345;-17.90357971191406;-51.7157096862793
GO;2023;Valparaíso de Goiás - GO;Valparaíso de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;29;640.54;22;640,54;29;5221858;5221858;18;18;1;Não;22.58931034482759;655.09;0.5017241379310344;14.55;22.08758620689655;23;0 Dia(s) 23 Hora(s);1;1;22,589310345;655,09;0,501724138;14,55;22,087586207;-16.09337997436523;-47.9951286315918
GO;2023;Luziânia - GO;Luziânia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;32;905.76;28;905,76;32;5212501;5212501;18;18;1;Não;29.2403125;935.6900000000001;0.9353124999999999;29.93;28.305;29;1 Dia(s) 5 Hora(s);1;1;29,2403125;935,69;0,9353125;29,93;28,305;-16.55456924438477;-48.02455139160156
GO;2023;Águas Lindas de Goiás - GO;Águas Lindas de Goiás;Sociedade Limitada;GO;Não;Março;Centro-Oeste;32;689.3200000000002;22;689,32;32;5200258;5200258;18;18;1;Não;21.62125;691.88;0.08;2.56;21.54125000000001;22;0 Dia(s) 22 Hora(s);0;1;21,62125;691,88;0,08;2,56;21,54125;-15.7455997467041;-48.28264999389648
GO;2023;Aparecida de Goiânia - GO;Aparecida de Goiânia;Sociedade Limitada;GO;Não;Março;Centro-Oeste;134;762.6900000000001;6;762,69;134;5201405;5201405;18;18;1;Não;7.254477611940299;972.1;1.562761194029851;209.41;5.691716417910448;7;0 Dia(s) 7 Hora(s);2;1;7,254477612;972,1;1,562761194;209,41;5,691716418;-16.80905914306641;-49.26279067993164
MS;2023;Alcinópolis - MS;Alcinópolis;Sociedade Limitada;MS;Não;Março;Centro-Oeste;1;4.7;5;4,7;1;5000252;5000252;18;18;1;Não;6.31;6.31;1.61;1.61;4.7;6;0 Dia(s) 6 Hora(s);2;1;6,31;6,31;1,61;1,61;4,7;-18.22577095031738;-53.74259948730469
MS;2023;Brasilândia - MS;Brasilândia;Sociedade Limitada;MS;Não;Março;Centro-Oeste;1;0.05;0;0,05;1;5002308;5002308;18;18;1;Não;0.87;0.87;0.82;0.82;0.05;1;0 Dia(s) 1 Hora(s);1;1;0,87;0,87;0,82;0,82;0,05;-21.06100082397461;-52.39535140991211
MS;2023;Figueirão - MS;Figueirão;Sociedade Limitada;MS;Não;Março;Centro-Oeste;1;14.95;15;14,95;1;5003900;5003900;18;18;1;Não;14.95;14.95;0;0;14.95;15;0 Dia(s) 15 Hora(s);0;1;14,95;14,95;0;0;14,95;-18.76966094970703;-53.8159294128418
MS;2023;Bodoquena - MS;Bodoquena;Sociedade Limitada;MS;Não;Março;Centro-Oeste;2;36.47;18;36,47;2;5002159;5002159;18;18;1;Não;18.31;36.62;0.075;0.15;18.235;18;0 Dia(s) 18 Hora(s);0;1;18,31;36,62;0,075;0,15;18,235;-20.5327091217041;-56.65127182006836
