"","CDMUN","NMMUN","SGUF","ISH"
"612","2109809","Santa Helena","MA","Baixa"
"613","2109908","Santa Inês","MA","Baixa"
"614","2110005","Santa Luzia","MA","Média"
"615","2110039","Santa Luzia do Paruá","MA","Baixa"
"616","2110104","Santa Quitéria do Maranhão","MA","Média"
"617","2110203","Santa Rita","MA","Média"
"618","2110237","Santana do Maranhão","MA","Média"
"619","2110278","Santo Amaro do Maranhão","MA","Baixa"
"620","2110302","Santo Antônio dos Lopes","MA","Média"
"621","2110401","São Benedito do Rio Preto","MA","Média"
"622","2110500","São Bento","MA","Média"
"623","2110609","São Bernardo","MA","Mínima"
"624","2110658","São Domingos do Azeitão","MA","Baixa"
"625","2110708","São Domingos do Maranhão","MA","Média"
"626","2110807","São Félix de Balsas","MA","Baixa"
"627","2110856","São Francisco do Brejão","MA","Média"
"628","2110906","São Francisco do Maranhão","MA","Média"
"629","2111003","São João Batista","MA","Baixa"
"630","2111029","São João do Carú","MA","Média"
"631","2111052","São João do Paraíso","MA","Média"
"632","2111078","São João do Soter","MA","Alta"
"633","2111102","São João dos Patos","MA","Média"
"634","2111201","São José de Ribamar","MA","Baixa"
"635","2111250","São José dos Basílios","MA","Média"
"636","2111300","São Luís","MA","Média"
"637","2111409","São Luís Gonzaga do Maranhão","MA","Média"
"638","2111508","São Mateus do Maranhão","MA","Baixa"
"639","2111532","São Pedro da Água Branca","MA","Média"
"640","2111573","São Pedro dos Crentes","MA","Média"
"641","2111607","São Raimundo das Mangabeiras","MA","Média"
"642","2111631","São Raimundo do Doca Bezerra","MA","Média"
"643","2111672","São Roberto","MA","Média"
"644","2111706","São Vicente Ferrer","MA","Baixa"
"645","2111722","Satubinha","MA","Baixa"
"646","2111748","Senador Alexandre Costa","MA","Alta"
"647","2111763","Senador La Rocque","MA","Média"
"648","2111789","Serrano do Maranhão","MA","Média"
"649","2111805","Sítio Novo","MA","Alta"
"650","2111904","Sucupira do Norte","MA","Média"
"651","2111953","Sucupira do Riachão","MA","Média"
"652","2112001","Tasso Fragoso","MA","Média"
"653","2112100","Timbiras","MA","Média"
"654","2112209","Timon","MA","Média"
"655","2112233","Trizidela do Vale","MA","Média"
"656","2112274","Tufilândia","MA","Média"
"657","2112308","Tuntum","MA","Média"
"658","2112407","Turiaçu","MA","Baixa"
"659","2112456","Turilândia","MA","Baixa"
"660","2112506","Tutóia","MA","Baixa"
"661","2112605","Urbano Santos","MA","Baixa"
"662","2112704","Vargem Grande","MA","Baixa"
"663","2112803","Viana","MA","Mínima"
"664","2112852","Vila Nova dos Martírios","MA","Média"
"665","2112902","Vitória do Mearim","MA","Média"
"666","2113009","Vitorino Freire","MA","Baixa"
"667","2114007","Zé Doca","MA","Média"
"668","2200053","Acauã","PI","Alta"
"669","2200103","Agricolândia","PI","Média"
"670","2200202","Água Branca","PI","Baixa"
"671","2200251","Alagoinha do Piauí","PI","Baixa"
"672","2200277","Alegrete do Piauí","PI","Média"
"673","2200301","Alto Longá","PI","Baixa"
"674","2200400","Altos","PI","Média"
"675","2200459","Alvorada do Gurguéia","PI","Alta"
"676","2200509","Amarante","PI","Média"
"677","2200608","Angical do Piauí","PI","Média"
"678","2200707","Anísio de Abreu","PI","Baixa"
"679","2200806","Antônio Almeida","PI","Média"
"680","2200905","Aroazes","PI","Média"
"681","2200954","Aroeiras do Itaim","PI","Média"
"682","2201002","Arraial","PI","Média"
"683","2201051","Assunção do Piauí","PI","Média"
"684","2201101","Avelino Lopes","PI","Baixa"
"685","2201150","Baixa Grande do Ribeiro","PI","Média"
"686","2201176","Barra D'Alcântara","PI","Média"
"687","2201200","Barras","PI","Baixa"
"688","2201309","Barreiras do Piauí","PI","Alta"
"689","2201408","Barro Duro","PI","Média"
"690","2201507","Batalha","PI","Média"
"691","2201556","Bela Vista do Piauí","PI","Alta"
"692","2201572","Belém do Piauí","PI","Baixa"
"693","2201606","Beneditinos","PI","Alta"
"694","2201705","Bertolínia","PI","Baixa"
"695","2201739","Betânia do Piauí","PI","Baixa"
"696","2201770","Boa Hora","PI","Média"
"697","2201804","Bocaina","PI","Média"
"698","2201903","Bom Jesus","PI","Média"
"699","2201919","Bom Princípio do Piauí","PI","Média"
"700","2201929","Bonfim do Piauí","PI","Média"
"701","2201945","Boqueirão do Piauí","PI","Média"
"702","2201960","Brasileira","PI","Alta"
"703","2201988","Brejo do Piauí","PI","Média"
"704","2202000","Buriti dos Lopes","PI","Média"
"705","2202026","Buriti dos Montes","PI","Média"
"706","2202059","Cabeceiras do Piauí","PI","Média"
"707","2202075","Cajazeiras do Piauí","PI","Média"
"708","2202083","Cajueiro da Praia","PI","Média"
"709","2202091","Caldeirão Grande do Piauí","PI","Baixa"
"710","2202109","Campinas do Piauí","PI","Média"
"711","2202117","Campo Alegre do Fidalgo","PI","Baixa"
"712","2202133","Campo Grande do Piauí","PI","Média"
"713","2202174","Campo Largo do Piauí","PI","Média"
"714","2202208","Campo Maior","PI","Média"
"715","2202251","Canavieira","PI","Média"
"716","2202307","Canto do Buriti","PI","Média"
"717","2202406","Capitão de Campos","PI","Baixa"
"718","2202455","Capitão Gervásio Oliveira","PI","Baixa"
"719","2202505","Caracol","PI","Baixa"
"720","2202539","Caraúbas do Piauí","PI","Média"
"721","2202554","Caridade do Piauí","PI","Baixa"
"722","2202604","Castelo do Piauí","PI","Baixa"
"723","2202653","Caxingó","PI","Média"
"724","2202703","Cocal","PI","Baixa"
"725","2202711","Cocal de Telha","PI","Alta"
"726","2202729","Cocal dos Alves","PI","Alta"
"727","2202737","Coivaras","PI","Média"
"728","2202752","Colônia do Gurguéia","PI","Baixa"
"729","2202778","Colônia do Piauí","PI","Média"
"730","2202802","Conceição do Canindé","PI","Média"
"731","2202851","Coronel José Dias","PI","Média"
"732","2202901","Corrente","PI","Baixa"
"733","2203008","Cristalândia do Piauí","PI","Mínima"
"734","2203107","Cristino Castro","PI","Média"
"735","2203206","Curimatá","PI","Média"
"736","2203230","Currais","PI","Média"
"737","2203255","Curralinhos","PI","Média"
"738","2203271","Curral Novo do Piauí","PI","Baixa"
"739","2203305","Demerval Lobão","PI","Média"
"740","2203354","Dirceu Arcoverde","PI","Média"
"741","2203404","Dom Expedito Lopes","PI","Alta"
"742","2203420","Domingos Mourão","PI","Média"
"743","2203453","Dom Inocêncio","PI","Baixa"
"744","2203503","Elesbão Veloso","PI","Alta"
"745","2203602","Eliseu Martins","PI","Média"
"746","2203701","Esperantina","PI","Baixa"
"747","2203750","Fartura do Piauí","PI","Média"
"748","2203800","Flores do Piauí","PI","Média"
"749","2203859","Floresta do Piauí","PI","Média"
"750","2203909","Floriano","PI","Média"
"751","2204006","Francinópolis","PI","Baixa"
"752","2204105","Francisco Ayres","PI","Alta"
"753","2204154","Francisco Macedo","PI","Média"
"754","2204204","Francisco Santos","PI","Média"
"755","2204303","Fronteiras","PI","Média"
"756","2204352","Geminiano","PI","Alta"
"757","2204402","Gilbués","PI","Baixa"
"758","2204501","Guadalupe","PI","Média"
"759","2204550","Guaribas","PI","Média"
"760","2204600","Hugo Napoleão","PI","Alta"
"761","2204659","Ilha Grande","PI","Média"
"762","2204709","Inhuma","PI","Média"
"763","2204808","Ipiranga do Piauí","PI","Média"
"764","2204907","Isaías Coelho","PI","Baixa"
"765","2205003","Itainópolis","PI","Média"
"766","2205102","Itaueira","PI","Média"
"767","2205151","Jacobina do Piauí","PI","Baixa"
"768","2205201","Jaicós","PI","Média"
"769","2205250","Jardim do Mulato","PI","Média"
"770","2205276","Jatobá do Piauí","PI","Alta"
"771","2205300","Jerumenha","PI","Média"
"772","2205359","João Costa","PI","Média"
"773","2205409","Joaquim Pires","PI","Baixa"
"774","2205458","Joca Marques","PI","Média"
"775","2205508","José de Freitas","PI","Média"
"776","2205516","Juazeiro do Piauí","PI","Alta"
"777","2205524","Júlio Borges","PI","Média"
"778","2205532","Jurema","PI","Média"
"779","2205540","Lagoinha do Piauí","PI","Média"
"780","2205557","Lagoa Alegre","PI","Média"
"781","2205565","Lagoa do Barro do Piauí","PI","Baixa"
"782","2205573","Lagoa de São Francisco","PI","Baixa"
"783","2205581","Lagoa do Piauí","PI","Alta"
"784","2205599","Lagoa do Sítio","PI","Média"
"785","2205607","Landri Sales","PI","Alta"
"786","2205706","Luís Correia","PI","Alta"
"787","2205805","Luzilândia","PI","Alta"
"788","2205854","Madeiro","PI","Média"
"789","2205904","Manoel Emídio","PI","Média"
"790","2205953","Marcolândia","PI","Baixa"
"791","2206001","Marcos Parente","PI","Média"
"792","2206050","Massapê do Piauí","PI","Média"
"793","2206100","Matias Olímpio","PI","Média"
"794","2206209","Miguel Alves","PI","Média"
"795","2206308","Miguel Leão","PI","Média"
"796","2206357","Milton Brandão","PI","Média"
"797","2206407","Monsenhor Gil","PI","Alta"
"798","2206506","Monsenhor Hipólito","PI","Média"
"799","2206605","Monte Alegre do Piauí","PI","Média"
"800","2206654","Morro Cabeça no Tempo","PI","Média"
"801","2206670","Morro do Chapéu do Piauí","PI","Alta"
"802","2206696","Murici dos Portelas","PI","Alta"
"803","2206704","Nazaré do Piauí","PI","Média"
"804","2206720","Nazária","PI","Média"
"805","2206753","Nossa Senhora de Nazaré","PI","Média"
"806","2206803","Nossa Senhora dos Remédios","PI","Média"
"807","2206902","Novo Oriente do Piauí","PI","Mínima"
"808","2206951","Novo Santo Antônio","PI","Média"
"809","2207009","Oeiras","PI","Alta"
"810","2207108","Olho D'Água do Piauí","PI","Média"
"811","2207207","Padre Marcos","PI","Média"
"812","2207306","Paes Landim","PI","Baixa"
"813","2207355","Pajeú do Piauí","PI","Média"
"814","2207405","Palmeira do Piauí","PI","Média"
"815","2207504","Palmeirais","PI","Média"
"816","2207553","Paquetá","PI","Média"
"817","2207603","Parnaguá","PI","Baixa"
"818","2207702","Parnaíba","PI","Média"
"819","2207751","Passagem Franca do Piauí","PI","Média"
"820","2207777","Patos do Piauí","PI","Baixa"
"821","2207793","Pau D'Arco do Piauí","PI","Média"
"822","2207801","Paulistana","PI","Média"
"823","2207850","Pavussu","PI","Média"
"824","2207900","Pedro II","PI","Média"
"825","2207934","Pedro Laurentino","PI","Média"
"826","2207959","Nova Santa Rita","PI","Média"
"827","2208007","Picos","PI","Baixa"
"828","2208106","Pimenteiras","PI","Média"
"829","2208205","Pio IX","PI","Média"
"830","2208304","Piracuruca","PI","Média"
"831","2208403","Piripiri","PI","Média"
"832","2208502","Porto","PI","Alta"
"833","2208551","Porto Alegre do Piauí","PI","Média"
"834","2208601","Prata do Piauí","PI","Baixa"
"835","2208650","Queimada Nova","PI","Baixa"
"836","2208700","Redenção do Gurguéia","PI","Média"
"837","2208809","Regeneração","PI","Média"
"838","2208858","Riacho Frio","PI","Média"
"839","2208874","Ribeira do Piauí","PI","Média"
"840","2208908","Ribeiro Gonçalves","PI","Média"
"841","2209005","Rio Grande do Piauí","PI","Média"
"842","2209104","Santa Cruz do Piauí","PI","Média"
"843","2209153","Santa Cruz dos Milagres","PI","Média"
"844","2209203","Santa Filomena","PI","Baixa"
"845","2209302","Santa Luz","PI","Média"
"846","2209351","Santana do Piauí","PI","Alta"
"847","2209377","Santa Rosa do Piauí","PI","Alta"
"848","2209401","Santo Antônio de Lisboa","PI","Média"
"849","2209450","Santo Antônio dos Milagres","PI","Alta"
"850","2209500","Santo Inácio do Piauí","PI","Alta"
"851","2209559","São Braz do Piauí","PI","Baixa"
"852","2209609","São Félix do Piauí","PI","Alta"
"853","2209658","São Francisco de Assis do Piauí","PI","Baixa"
"854","2209708","São Francisco do Piauí","PI","Média"
"855","2209757","São Gonçalo do Gurguéia","PI","Alta"
"856","2209807","São Gonçalo do Piauí","PI","Média"
"857","2209856","São João da Canabrava","PI","Média"
"858","2209872","São João da Fronteira","PI","Média"
"859","2209906","São João da Serra","PI","Baixa"
"860","2209955","São João da Varjota","PI","Média"
"861","2209971","São João do Arraial","PI","Média"
"862","2210003","São João do Piauí","PI","Baixa"
"863","2210052","São José do Divino","PI","Média"
"864","2210102","São José do Peixe","PI","Média"
"865","2210201","São José do Piauí","PI","Média"
"866","2210300","São Julião","PI","Alta"
"867","2210359","São Lourenço do Piauí","PI","Média"
"868","2210375","São Luis do Piauí","PI","Alta"
"869","2210383","São Miguel da Baixa Grande","PI","Média"
"870","2210391","São Miguel do Fidalgo","PI","Média"
"871","2210409","São Miguel do Tapuio","PI","Alta"
"872","2210508","São Pedro do Piauí","PI","Alta"
"873","2210607","São Raimundo Nonato","PI","Média"
"874","2210623","Sebastião Barros","PI","Baixa"
"875","2210631","Sebastião Leal","PI","Média"
"876","2210656","Sigefredo Pacheco","PI","Média"
"877","2210706","Simões","PI","Média"
"878","2210805","Simplício Mendes","PI","Média"
"879","2210904","Socorro do Piauí","PI","Média"
"880","2210938","Sussuapara","PI","Média"
"881","2210953","Tamboril do Piauí","PI","Baixa"
"882","2210979","Tanque do Piauí","PI","Média"
"883","2211001","Teresina","PI","Média"
"884","2211100","União","PI","Média"
"885","2211209","Uruçuí","PI","Média"
"886","2211308","Valença do Piauí","PI","Baixa"
"887","2211357","Várzea Branca","PI","Média"
"888","2211407","Várzea Grande","PI","Alta"
"889","2211506","Vera Mendes","PI","Média"
"890","2211605","Vila Nova do Piauí","PI","Média"
"891","2211704","Wall Ferraz","PI","Média"
"892","2300101","Abaiara","CE","Baixa"
"893","2300150","Acarape","CE","Baixa"
"894","2300200","Acaraú","CE","Média"
"895","2300309","Acopiara","CE","Média"
"896","2300408","Aiuaba","CE","Alta"
"897","2300507","Alcântaras","CE","Baixa"
"898","2300606","Altaneira","CE","Baixa"
"899","2300705","Alto Santo","CE","Média"
"900","2300754","Amontada","CE","Média"
"901","2300804","Antonina do Norte","CE","Média"
"902","2300903","Apuiarés","CE","Alta"
"903","2301000","Aquiraz","CE","Baixa"
"904","2301109","Aracati","CE","Baixa"
"905","2301208","Aracoiaba","CE","Alta"
"906","2301257","Ararendá","CE","Baixa"
"907","2301307","Araripe","CE","Baixa"
"908","2301406","Aratuba","CE","Baixa"
"909","2301505","Arneiroz","CE","Baixa"
"910","2301604","Assaré","CE","Média"
"911","2301703","Aurora","CE","Média"
"912","2301802","Baixio","CE","Média"
"913","2301851","Banabuiú","CE","Alta"
"914","2301901","Barbalha","CE","Baixa"
"915","2301950","Barreira","CE","Baixa"
"916","2302008","Barro","CE","Baixa"
"917","2302057","Barroquinha","CE","Média"
"918","2302107","Baturité","CE","Alta"
"919","2302206","Beberibe","CE","Baixa"
"920","2302305","Bela Cruz","CE","Média"
"921","2302404","Boa Viagem","CE","Alta"
"922","2302503","Brejo Santo","CE","Média"
"923","2302602","Camocim","CE","Média"
"924","2302701","Campos Sales","CE","Média"
"925","2302800","Canindé","CE","Máxima"
"926","2302909","Capistrano","CE","Média"
"927","2303006","Caridade","CE","Baixa"
"928","2303105","Cariré","CE","Baixa"
"929","2303204","Caririaçu","CE","Média"
"930","2303303","Cariús","CE","Mínima"
"931","2303402","Carnaubal","CE","Média"
"932","2303501","Cascavel","CE","Média"
"933","2303600","Catarina","CE","Média"
"934","2303659","Catunda","CE","Alta"
"935","2303709","Caucaia","CE","Baixa"
"936","2303808","Cedro","CE","Alta"
"937","2303907","Chaval","CE","Alta"
"938","2303931","Choró","CE","Média"
"939","2303956","Chorozinho","CE","Alta"
"940","2304004","Coreaú","CE","Baixa"
"941","2304103","Crateús","CE","Média"
"942","2304202","Crato","CE","Baixa"
"943","2304236","Croatá","CE","Baixa"
"944","2304251","Cruz","CE","Baixa"
"945","2304269","Deputado Irapuan Pinheiro","CE","Média"
"946","2304277","Ereré","CE","Baixa"
"947","2304285","Eusébio","CE","Baixa"
"948","2304301","Farias Brito","CE","Baixa"
"949","2304350","Forquilha","CE","Média"
"950","2304400","Fortaleza","CE","Baixa"
"951","2304459","Fortim","CE","Média"
"952","2304509","Frecheirinha","CE","Média"
"953","2304608","General Sampaio","CE","Alta"
"954","2304657","Graça","CE","Baixa"
"955","2304707","Granja","CE","Média"
"956","2304806","Granjeiro","CE","Baixa"
"957","2304905","Groaíras","CE","Baixa"
"958","2304954","Guaiúba","CE","Baixa"
"959","2305001","Guaraciaba do Norte","CE","Média"
"960","2305100","Guaramiranga","CE","Mínima"
"961","2305209","Hidrolândia","CE","Alta"
"962","2305233","Horizonte","CE","Média"
"963","2305266","Ibaretama","CE","Média"
"964","2305308","Ibiapina","CE","Média"
"965","2305332","Ibicuitinga","CE","Baixa"
"966","2305357","Icapuí","CE","Alta"
"967","2305407","Icó","CE","Alta"
"968","2305506","Iguatu","CE","Alta"
"969","2305605","Independência","CE","Alta"
"970","2305654","Ipaporanga","CE","Baixa"
"971","2305704","Ipaumirim","CE","Média"
"972","2305803","Ipu","CE","Média"
"973","2305902","Ipueiras","CE","Média"
"974","2306009","Iracema","CE","Média"
"975","2306108","Irauçuba","CE","Média"
"976","2306207","Itaiçaba","CE","Média"
"977","2306256","Itaitinga","CE","Baixa"
"978","2306306","Itapajé","CE","Baixa"
"979","2306405","Itapipoca","CE","Alta"
"980","2306504","Itapiúna","CE","Média"
"981","2306553","Itarema","CE","Baixa"
"982","2306603","Itatira","CE","Mínima"
"983","2306702","Jaguaretama","CE","Alta"
"984","2306801","Jaguaribara","CE","Alta"
"985","2306900","Jaguaribe","CE","Média"
"986","2307007","Jaguaruana","CE","Média"
