codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
240080,15386.34,"Administração, defesa, educação e saúde públicas e seguridade social"
240090,8716,"Administração, defesa, educação e saúde públicas e seguridade social"
240100,15230.92,"Administração, defesa, educação e saúde públicas e seguridade social"
240110,25368.87,Demais serviços
240120,29118.71,Indústrias de transformação
240130,10628.57,"Administração, defesa, educação e saúde públicas e seguridade social"
240140,29782.91,"Agricultura, inclusive apoio à agricultura e a pós colheita"
240145,24463.19,"Administração, defesa, educação e saúde públicas e seguridade social"
240150,10791.86,"Administração, defesa, educação e saúde públicas e seguridade social"
240160,9771.65,"Administração, defesa, educação e saúde públicas e seguridade social"
240165,119380.48,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
240170,9635.2,"Administração, defesa, educação e saúde públicas e seguridade social"
240180,10637.2,"Administração, defesa, educação e saúde públicas e seguridade social"
240185,13968.42,"Administração, defesa, educação e saúde públicas e seguridade social"
240190,12377.02,"Administração, defesa, educação e saúde públicas e seguridade social"
240200,18883.59,Demais serviços
240210,8711.84,"Administração, defesa, educação e saúde públicas e seguridade social"
240220,17280.94,"Administração, defesa, educação e saúde públicas e seguridade social"
240230,15743.45,"Administração, defesa, educação e saúde públicas e seguridade social"
240240,13425.32,"Administração, defesa, educação e saúde públicas e seguridade social"
240250,14824.85,"Administração, defesa, educação e saúde públicas e seguridade social"
240260,12914.33,"Administração, defesa, educação e saúde públicas e seguridade social"
240270,11101.65,"Administração, defesa, educação e saúde públicas e seguridade social"
240280,9080.51,"Administração, defesa, educação e saúde públicas e seguridade social"
240290,9064.59,"Administração, defesa, educação e saúde públicas e seguridade social"
240300,14208.18,"Administração, defesa, educação e saúde públicas e seguridade social"
240310,16670.54,"Administração, defesa, educação e saúde públicas e seguridade social"
240320,10213.73,"Administração, defesa, educação e saúde públicas e seguridade social"
240325,22015.57,Demais serviços
240330,9695.32,"Administração, defesa, educação e saúde públicas e seguridade social"
240340,11572.03,"Administração, defesa, educação e saúde públicas e seguridade social"
240350,8593.02,"Administração, defesa, educação e saúde públicas e seguridade social"
240360,18817.17,"Administração, defesa, educação e saúde públicas e seguridade social"
240370,16661.58,"Administração, defesa, educação e saúde públicas e seguridade social"
240375,11999.3,"Administração, defesa, educação e saúde públicas e seguridade social"
240380,11186.21,"Administração, defesa, educação e saúde públicas e seguridade social"
240390,10796.51,"Administração, defesa, educação e saúde públicas e seguridade social"
240400,10340.37,"Administração, defesa, educação e saúde públicas e seguridade social"
240410,30867.27,"Administração, defesa, educação e saúde públicas e seguridade social"
240420,19210.14,"Administração, defesa, educação e saúde públicas e seguridade social"
240430,18135.41,"Administração, defesa, educação e saúde públicas e seguridade social"
240440,13634.57,"Administração, defesa, educação e saúde públicas e seguridade social"
240450,109101.78,Indústrias de transformação
240460,9166.39,"Administração, defesa, educação e saúde públicas e seguridade social"
240470,10715.46,"Administração, defesa, educação e saúde públicas e seguridade social"
240480,13322.16,"Administração, defesa, educação e saúde públicas e seguridade social"
240485,10666.93,"Administração, defesa, educação e saúde públicas e seguridade social"
240490,12362.48,"Administração, defesa, educação e saúde públicas e seguridade social"
240500,8408.1,"Administração, defesa, educação e saúde públicas e seguridade social"
240510,10812.44,"Administração, defesa, educação e saúde públicas e seguridade social"
240520,16505.91,"Administração, defesa, educação e saúde públicas e seguridade social"
240530,8069.88,"Administração, defesa, educação e saúde públicas e seguridade social"
240540,9322.05,"Administração, defesa, educação e saúde públicas e seguridade social"
240550,21564.65,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
240560,12314.12,"Administração, defesa, educação e saúde públicas e seguridade social"
240570,15171.02,"Administração, defesa, educação e saúde públicas e seguridade social"
240580,31013.55,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
240590,9863.42,"Administração, defesa, educação e saúde públicas e seguridade social"
240600,10355.69,"Administração, defesa, educação e saúde públicas e seguridade social"
240610,18522.99,"Administração, defesa, educação e saúde públicas e seguridade social"
240615,9946.55,"Administração, defesa, educação e saúde públicas e seguridade social"
240620,10116.56,"Administração, defesa, educação e saúde públicas e seguridade social"
240630,9891.7,"Administração, defesa, educação e saúde públicas e seguridade social"
240640,13436.88,"Administração, defesa, educação e saúde públicas e seguridade social"
240650,15608.51,"Administração, defesa, educação e saúde públicas e seguridade social"
240660,10632.25,"Administração, defesa, educação e saúde públicas e seguridade social"
240670,12286.67,"Administração, defesa, educação e saúde públicas e seguridade social"
240680,10378.49,"Administração, defesa, educação e saúde públicas e seguridade social"
240690,13202.41,"Administração, defesa, educação e saúde públicas e seguridade social"
240700,8350.77,"Administração, defesa, educação e saúde públicas e seguridade social"
240710,20524.42,Demais serviços
240720,22737.29,Indústrias extrativas
240725,10673.34,"Administração, defesa, educação e saúde públicas e seguridade social"
240730,9334.19,"Administração, defesa, educação e saúde públicas e seguridade social"
240740,11219.41,"Administração, defesa, educação e saúde públicas e seguridade social"
240750,10639.78,"Administração, defesa, educação e saúde públicas e seguridade social"
240760,12031.97,"Administração, defesa, educação e saúde públicas e seguridade social"
240770,10921.33,"Administração, defesa, educação e saúde públicas e seguridade social"
240780,10958.75,"Administração, defesa, educação e saúde públicas e seguridade social"
240790,13674.04,"Administração, defesa, educação e saúde públicas e seguridade social"
240800,23838.91,Demais serviços
240810,25525.3,Demais serviços
240820,15771.41,"Administração, defesa, educação e saúde públicas e seguridade social"
240830,14093.49,"Administração, defesa, educação e saúde públicas e seguridade social"
240840,11860.07,"Administração, defesa, educação e saúde públicas e seguridade social"
240850,11326.53,"Administração, defesa, educação e saúde públicas e seguridade social"
240860,9333.84,"Administração, defesa, educação e saúde públicas e seguridade social"
240870,13588.13,"Administração, defesa, educação e saúde públicas e seguridade social"
240880,76046.11,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
240890,15862.52,"Administração, defesa, educação e saúde públicas e seguridade social"
