SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,bolsonaro,lula,branco,nulo,bolsonaro_perc,lula_perc,codigo_ibge,cod_uf,codigo_ibge_dv
BA,33774,BOM JESUS DA LAPA,8045,28716,435,1193,0.209565240042721,0.748026778504259,33774,29,293377
BA,33782,BOM JESUS DA SERRA,773,5690,73,279,0.113426265590609,0.83492296404989,33782,29,293378
BA,33790,BONINAL,2168,5634,136,389,0.260357871982707,0.676594211600817,33790,29,293379
BA,33804,BONITO,1572,7718,151,361,0.160375433584983,0.787390328504387,33804,29,293380
BA,33812,BOQUIRA,1022,11154,115,401,0.08052316419792,0.878821304758903,33812,29,293381
BA,33839,BOTUPORÃ,1136,5790,76,262,0.156387665198238,0.797081497797357,33839,29,293383
BA,33855,BREJÕES,2012,5859,135,394,0.23952380952381,0.6975,33855,29,293385
BA,33871,BREJOLÂNDIA,1583,4290,123,221,0.254624416921345,0.69004342930674,33871,29,293387
BA,33898,BROTAS DE MACAÚBAS,1536,5405,90,321,0.20892274211099,0.735174102285093,33898,29,293389
BA,33910,BRUMADO,12589,28845,512,1818,0.287656521341742,0.659103372635043,33910,29,293391
BA,33936,BUERAREMA,5292,3581,111,526,0.556466876971609,0.376550998948475,33936,29,293393
BA,33952,CAATIBA,1353,3047,46,198,0.291343669250646,0.656115417743325,33952,29,293395
BA,33960,CABACEIRAS DO PARAGUAÇU,1483,8710,141,409,0.138043377082752,0.810760495206181,33960,29,293396
BA,33979,CACHOEIRA,3197,16132,269,816,0.156608210051925,0.790241990790634,33979,29,293397
BA,33995,CACULÉ,3890,9887,217,632,0.265964720361001,0.67598796663476,33995,29,293399
BA,34010,CAEM,938,5077,46,259,0.148417721518987,0.803322784810127,34010,29,293401
BA,34029,CAETANOS,821,6863,61,228,0.102972532296501,0.860780132948702,34029,29,293402
BA,34037,CAETITÉ,6728,26820,340,1404,0.190638104952964,0.759945596735804,34037,29,293403
BA,34053,CAFARNAUM,2694,8225,178,418,0.233955709943552,0.714285714285714,34053,29,293405
BA,34070,CAIRU,3539,6798,151,494,0.322254598433801,0.619012930249499,34070,29,293407
BA,34096,CALDEIRÃO GRANDE,1915,5815,94,339,0.234595124341541,0.712360651721181,34096,29,293409
BA,34118,CAMACÃ,5094,7823,153,625,0.371960569550931,0.571230376049653,34118,29,293411
BA,34134,CAMAÇARI,49304,101063,2657,8430,0.305374905545852,0.625955380479889,34134,29,293413
BA,34150,CAMAMU,5685,11332,286,990,0.310774613240037,0.619471929153228,34150,29,293415
BA,34177,CAMPO ALEGRE DE LOURDES,2701,14756,151,489,0.149251257114439,0.815383765264961,34177,29,293417
BA,34193,CAMPO FORMOSO,12308,30504,644,1790,0.272024046324537,0.674181143084472,34193,29,293419
BA,34215,CANÁPOLIS,1214,5389,61,214,0.176504797906368,0.78351264902588,34215,29,293421
BA,34231,CANARANA,3010,12445,165,560,0.186032138442522,0.769159456118665,34231,29,293423
BA,34258,CANAVIEIRAS,5922,11217,221,882,0.324635456638527,0.614899682052407,34258,29,293425
BA,34274,CANDEAL,1217,4718,54,252,0.195000801153661,0.755968594776478,34274,29,293427
BA,34290,CANDEIAS,8957,41547,859,2322,0.166843624848654,0.773903324951104,34290,29,293429
BA,34312,CANDIBA,1905,6752,120,338,0.208996160175535,0.74075699396599,34312,29,293431
BA,34339,CÂNDIDO SALES,3879,10894,161,538,0.250710961737332,0.704110651499483,34339,29,293433
BA,34355,CANSANÇÃO,3099,19128,232,721,0.133692838654012,0.825194132873167,34355,29,293435
BA,34363,CARAÍBAS,1373,4883,86,258,0.208030303030303,0.739848484848485,34363,29,293436
BA,34371,CARAVELAS,3691,7758,138,516,0.304965710980749,0.640998099644716,34371,29,293437
BA,34398,CARDEAL DA SILVA,572,4812,76,290,0.0994782608695652,0.836869565217391,34398,29,293439
BA,34410,CARINHANHA,5471,11413,188,614,0.309340721474613,0.64531267669343,34410,29,293441
BA,34436,CASA NOVA,8878,35561,396,1465,0.191749460043197,0.768056155507559,34436,29,293443
BA,34452,CASTRO ALVES,2997,14103,207,673,0.166685205784205,0.784371523915462,34452,29,293445
BA,34479,CATOLÂNDIA,649,2477,32,56,0.201929060360921,0.770690728064717,34479,29,293447
BA,34495,CATU,6684,24643,801,1888,0.196495766698024,0.724453198494826,34495,29,293449
BA,34509,CATURAMA,758,4643,83,254,0.132101777622865,0.809166957127919,34509,29,293450
BA,34517,CENTRAL,1989,8362,132,375,0.183182906612636,0.770123411309633,34517,29,293451
BA,34533,CHORROCHÓ,906,5672,67,196,0.132436778248794,0.829118549919602,34533,29,293453
BA,34550,CÍCERO DANTAS,4436,15165,255,682,0.21598987243159,0.738387379491674,34550,29,293455
BA,34576,CIPÓ,3067,6989,124,493,0.28736062962616,0.654829944720322,34576,29,293457
BA,34592,COARACI,3767,7591,164,490,0.313603063603064,0.631951381951382,34592,29,293459
BA,34614,COCOS,3540,8154,132,373,0.290187720304943,0.668415443888843,34614,29,293461
BA,34630,CONCEIÇÃO DA FEIRA,2737,10810,215,668,0.18967428967429,0.749133749133749,34630,29,293463
BA,34657,CONCEIÇÃO DO ALMEIDA,1908,9761,142,421,0.155984303466318,0.797988881621975,34657,29,293465
BA,34673,CONCEIÇÃO DO COITÉ,15364,26911,673,1862,0.342869895112698,0.60055791118054,34673,29,293467
BA,34690,CONCEIÇÃO DO JACUÍPE,5555,15353,351,963,0.249977499774998,0.690891908919089,34690,29,293469
BA,34711,CONDE,2798,10753,138,675,0.1947925368978,0.748607630186578,34711,29,293471
BA,34738,CONDEÚBA,3092,7734,160,573,0.267497188338092,0.669089021541656,34738,29,293473
BA,34754,CONTENDAS DO SINCORÁ,706,2516,62,131,0.206734992679356,0.736749633967789,34754,29,293475
BA,34770,CORAÇÃO DE MARIA,2918,13993,195,738,0.163528356870657,0.784185160277965,34770,29,293477
BA,34797,CORDEIROS,1670,3218,73,248,0.320598963332693,0.617776924553657,34797,29,293479
BA,34819,CORIBE,2216,6904,100,322,0.232236428421715,0.723538042339132,34819,29,293481
BA,34835,CORONEL JOÃO SÁ,2005,8837,106,427,0.176263736263736,0.776879120879121,34835,29,293483
BA,34851,CORRENTINA,4910,14974,242,858,0.233987800228746,0.713591307662981,34851,29,293485
BA,34878,COTEGIPE,1683,7060,70,219,0.186337466784765,0.781665190434012,34878,29,293487
BA,34894,CRAVOLÂNDIA,456,2467,63,165,0.14471596318629,0.782926055220565,34894,29,293489
BA,34916,CRISÓPOLIS,1744,10318,132,495,0.137441878792655,0.81314524391205,34916,29,293491
BA,34932,CRISTÓPOLIS,2225,6996,119,334,0.229997932602853,0.72317552201778,34932,29,293493
BA,34959,CRUZ DAS ALMAS,11766,26835,688,1619,0.287621003226753,0.655984159577589,34959,29,293495
BA,34975,CURAÇÁ,3803,16347,240,647,0.180776726719589,0.777059466653991,34975,29,293497
BA,34991,DÁRIO MEIRA,1177,4490,81,255,0.196068632350491,0.747959353656505,34991,29,293499
BA,35017,DOM BASÍLIO,1137,7425,106,261,0.127337887781386,0.831560085115914,35017,29,293501
BA,35033,DOM MACEDO COSTA,974,2526,47,163,0.262533692722372,0.680862533692722,35033,29,293503
BA,35050,ELÍSIO MEDRADO,1378,4215,95,270,0.231285666330984,0.707452165156093,35050,29,293505
BA,35076,ENCRUZILHADA,2772,8296,124,562,0.23583460949464,0.705802280074868,35076,29,293507
BA,35092,ENTRE RIOS,4573,17696,386,1151,0.192094429975636,0.743342014618164,35092,29,293509
BA,35114,ESPLANADA,4059,15520,294,869,0.19568990454151,0.748240285411243,35114,29,293511
BA,35130,EUCLIDES DA CUNHA,5911,28981,296,1259,0.162180700743545,0.79515460806102,35130,29,293513
BA,35149,FEIRA DA MATA,1417,2581,41,87,0.34343189529811,0.625545322346098,35149,29,293514
BA,35157,FEIRA DE SANTANA,124354,221406,5071,16579,0.338461119730002,0.602612884788111,35157,29,293515
BA,35173,FIRMINO ALVES,1112,2445,47,170,0.294647588765236,0.64785373608903,35173,29,293517
BA,35190,FLORESTA AZUL,1328,4359,95,261,0.219758398146616,0.721330465000827,35190,29,293519
BA,35211,FORMOSA DO RIO PRETO,4247,10674,137,501,0.272960987209975,0.686033806799923,35211,29,293521
BA,35238,GANDU,6300,10980,246,803,0.343717605979595,0.599050684707295,35238,29,293523
BA,35254,GENTIO DO OURO,1072,6496,69,146,0.137736091481434,0.834639599126301,35254,29,293525
BA,35270,GLÓRIA,1140,8843,81,295,0.110049232551405,0.853653827589536,35270,29,293527
BA,35297,GONGOGI,794,2752,37,171,0.211507725093234,0.733084709643047,35297,29,293529
BA,35319,GOVERNADOR MANGABEIRA,2794,10744,228,600,0.194486983154671,0.74787693164416,35319,29,293531
BA,35335,GUANAMBI,18060,34354,692,2240,0.326310844505475,0.620713330683338,35335,29,293533
BA,35351,GUARATINGA,3105,7618,141,547,0.272105862764,0.66760143720971,35351,29,293535
BA,35378,IAÇU,2634,11661,168,584,0.175051505283445,0.774971755167143,35378,29,293537
BA,35394,IBIASSUCÊ,2111,4486,93,328,0.300797948133371,0.639213451125677,35394,29,293539
BA,35416,IBICARAÍ,4816,8862,168,639,0.332481877804625,0.611805315843977,35416,29,293541
BA,35432,IBICOARA,3626,8134,163,583,0.289940828402367,0.650407804253958,35432,29,293543
BA,35459,IBICUÍ,2420,6262,107,356,0.264625478403499,0.684745762711864,35459,29,293545
BA,35475,IBIPEBA,1490,9212,114,307,0.133956666366987,0.828193832599119,35475,29,293547
BA,35491,SANTA RITA DE CÁSSIA,3417,13046,196,511,0.199009900990099,0.759813628421666,35491,29,293549
BA,35513,IBIPITANGA,2175,6981,80,317,0.227677169475557,0.730765204647755,35513,29,293551
BA,35530,IBIQUERA,405,2316,26,139,0.14033264033264,0.802494802494803,35530,29,293553
BA,35556,IBIRAPITANGA,2497,7213,144,513,0.240860422494454,0.695765409472364,35556,29,293555
BA,35572,IBIRAPUÃ,2655,3028,61,221,0.445096395641241,0.507627829002515,35572,29,293557
BA,35599,IBIRATAIA,3719,7087,170,621,0.320686384409761,0.611106320600155,35599,29,293559
BA,35610,IBITIARA,1843,6782,116,387,0.201906222611744,0.742988606485539,35610,29,293561
BA,35637,IBITITÁ,2071,10011,122,290,0.165759564591004,0.801264607011366,35637,29,293563
BA,35653,IBOTIRAMA,4755,11054,143,530,0.288496541681835,0.67067103506856,35653,29,293565
BA,35670,ICHU,993,3728,49,159,0.201460742544127,0.756340028403327,35670,29,293567
BA,35696,IGAPORÃ,1261,8560,92,353,0.122832651470875,0.83382037794662,35696,29,293569
BA,35700,IGRAPIÚNA,1472,4729,106,351,0.221087413637729,0.710273355361971,35700,29,293570
BA,35718,IGUAÍ,4155,9064,168,729,0.294346840464721,0.642108245962029,35718,29,293571
BA,35734,ILHÉUS,38528,60653,1529,4288,0.366940322672813,0.577658622068992,35734,29,293573
BA,35750,INHAMBUPE,4181,16147,352,995,0.192895040369089,0.744959630911188,35750,29,293575
BA,35777,IPECAETÁ,1861,8848,160,460,0.164268690970077,0.781004501721246,35777,29,293577
BA,35793,IPIAÚ,7799,15800,304,1051,0.312535064518714,0.633165023643504,35793,29,293579
BA,35815,IPIRÁ,6860,27996,429,1874,0.184612072445437,0.753411017519309,35815,29,293581
BA,35831,IPUPIARA,2067,4513,68,229,0.300567107750473,0.656245455867384,35831,29,293583
BA,35858,IRAJUBA,767,3177,43,141,0.185804263565891,0.769622093023256,35858,29,293585
BA,35874,IRAMAIA,1308,4992,77,322,0.19525302283923,0.745185848634125,35874,29,293587
BA,35890,IRAQUARA,1511,13222,140,417,0.0988227599738391,0.864748201438849,35890,29,293589
BA,35912,IRARÁ,3731,14700,255,917,0.190328011018722,0.749885221649747,35912,29,293591
BA,35939,IRECÊ,11104,27983,464,1577,0.26998638397199,0.680388056798288,35939,29,293593
BA,35947,ITABELA,5956,9849,243,717,0.355263942737847,0.587473903966597,35947,29,293594
BA,35955,ITABERABA,9681,27532,485,1959,0.244118314547243,0.694253221373276,35955,29,293595
BA,35971,ITABUNA,52768,59332,1708,4435,0.446267432321575,0.501780232233621,35971,29,293597
BA,35998,ITACARÉ,3532,9902,150,549,0.249911554517795,0.700629731833298,35998,29,293599
BA,36013,ITAETÉ,2263,5576,77,407,0.271897152469062,0.669950738916256,36013,29,293601
BA,36030,ITAGI,2335,4857,87,392,0.304393169078347,0.633163863903011,36030,29,293603
BA,36056,ITAGIBÁ,2779,5967,99,367,0.301671732522796,0.647742075553626,36056,29,293605
BA,36072,ITAGIMIRIM,1262,2853,48,188,0.29004826476672,0.655711330728568,36072,29,293607
BA,36080,ITAGUAÇU DA BAHIA,1221,6826,64,205,0.146825396825397,0.820827320827321,36080,29,293608
BA,36099,ITAJU DO COLÔNIA,1541,2206,22,175,0.390720081135903,0.559330628803246,36099,29,293609
BA,36110,ITAJUÍPE,3872,8308,164,564,0.299969011465758,0.643631856213201,36110,29,293611
BA,36137,ITAMARAJU,16841,16983,417,1397,0.472557382569168,0.476541893484483,36137,29,293613
BA,36153,ITAMARI,1395,3124,41,220,0.2918410041841,0.653556485355649,36153,29,293615
BA,36170,ITAMBÉ,3951,9824,152,585,0.272257442116869,0.676957001102536,36170,29,293617
BA,36196,ITANAGRA,768,3621,59,174,0.166161834703592,0.783427087840762,36196,29,293619
BA,36218,ITANHÉM,3874,7003,149,505,0.335963923337091,0.607319399878588,36218,29,293621
BA,36234,ITAPARICA,2834,11267,167,657,0.189882747068677,0.754907872696817,36234,29,293623
BA,36250,ITAPÉ,2112,4073,77,329,0.320436959490214,0.617963890153239,36250,29,293625
BA,36277,ITAPEBI,1363,4137,49,240,0.235446536534807,0.714631197097944,36277,29,293627
BA,36293,ITAPETINGA,17204,19427,559,1574,0.443813847900114,0.501160870911155,36293,29,293629
BA,36315,ITAPICURU,2749,14442,190,824,0.151002471848393,0.793298544355946,36315,29,293631
BA,36331,ITAPITANGA,1165,3297,45,163,0.249464668094218,0.705995717344754,36331,29,293633
BA,36358,ITAQUARA,1120,3615,62,221,0.223196492626544,0.720406536468713,36358,29,293635
BA,36374,ITARANTIM,3926,6171,123,444,0.368154538634659,0.578675918979745,36374,29,293637
BA,36382,ITATIM,2643,6974,145,495,0.257677683533197,0.679925904260505,36382,29,293638
BA,36390,ITIRUÇU,1740,5074,89,330,0.240564081294069,0.701506981888566,36390,29,293639
BA,36412,ITIÚBA,5363,15313,329,791,0.246054321893925,0.702560102771151,36412,29,293641
BA,36439,ITORORÓ,4115,7735,142,539,0.328385603702817,0.617269172452318,36439,29,293643
BA,36455,ITUAÇU,3456,8482,198,551,0.272404823835422,0.66855836683219,36455,29,293645
BA,36471,ITUBERÁ,4671,7777,234,662,0.350044964028777,0.582808752997602,36471,29,293647
BA,36498,JACARACI,1550,7016,86,356,0.172069271758437,0.77886323268206,36498,29,293649
BA,36510,JACOBINA,12073,33363,589,2295,0.249855132450331,0.690459437086093,36510,29,293651
BA,36536,JAGUAQUARA,7814,17953,362,1195,0.285975699019177,0.657041428780559,36536,29,293653
BA,36552,JAGUARARI,3942,12791,266,728,0.222372651886952,0.721554690584983,36552,29,293655
BA,36579,JAGUARIPE,2007,9077,253,555,0.168768920282543,0.763286242852338,36579,29,293657
BA,36595,JANDAÍRA,1039,5066,52,263,0.16183800623053,0.789096573208723,36595,29,293659
BA,36617,JEQUIÉ,31782,57735,1305,4286,0.334167472767801,0.60704672582748,36617,29,293661
BA,36633,JEREMOABO,3652,18195,183,872,0.159462055715658,0.794472098506681,36633,29,293663
BA,36650,JIQUIRIÇÁ,1713,6483,157,428,0.195080286983259,0.738298599248377,36650,29,293665
BA,36676,JITAÚNA,2220,6671,102,478,0.234399746594869,0.704360679970436,36676,29,293667
BA,36692,JUAZEIRO,41773,84872,1570,3933,0.316107697430154,0.642249598934528,36692,29,293669
BA,36706,JUCURUÇU,1773,4326,77,296,0.273949320148331,0.668417799752781,36706,29,293670
BA,36714,JUSSARA,1012,9230,102,413,0.0940782746118806,0.858045923584643,36714,29,293671
BA,36730,JUSSIAPE,1160,3922,92,228,0.214735283228434,0.726027397260274,36730,29,293673
BA,36757,LAFAIETE COUTINHO,586,2584,34,125,0.176028837488735,0.776209071793331,36757,29,293675
BA,36765,LAGOA REAL,1191,6963,108,356,0.138199118124855,0.807960083546066,36765,29,293676
BA,36773,LAJE,3775,11497,198,768,0.232479369380466,0.708030545633699,36773,29,293677
BA,36790,LAJEDÃO,1274,1934,23,93,0.383273164861613,0.581829121540313,36790,29,293679
BA,36811,LAJEDINHO,465,2161,19,122,0.16805204192266,0.780990242139501,36811,29,293681
BA,36820,LAJEDO DO TABOCAL,873,3895,64,214,0.173008323424495,0.771898533491875,36820,29,293682
BA,36838,LAMARÃO,629,4997,50,254,0.106070826306914,0.842664418212479,36838,29,293683
BA,36854,LAURO DE FREITAS,40270,79443,1846,5921,0.315892689049263,0.623180106683401,36854,29,293685
BA,36870,LENÇÓIS,896,5147,39,212,0.142357801080394,0.817762948840165,36870,29,293687
BA,36897,LICÍNIO DE ALMEIDA,1970,5534,123,304,0.248392384314714,0.69776825116631,36897,29,293689
BA,36919,LIVRAMENTO DE NOSSA SENHORA,6037,21341,412,903,0.210399749067717,0.743770257554107,36919,29,293691
BA,36935,MACAJUBA,1511,5268,69,425,0.207754709198405,0.724322837893579,36935,29,293693
BA,36951,MACARANI,3568,5647,116,544,0.361316455696203,0.571848101265823,36951,29,293695
BA,36978,MACAÚBAS,5099,19744,287,883,0.196017375927421,0.759005112828201,36978,29,293697
BA,36994,MACURURÉ,666,4186,52,175,0.131128174837566,0.824177987792873,36994,29,293699
BA,37010,MAIQUINIQUE,2084,3345,74,277,0.360553633217993,0.578719723183391,37010,29,293701
BA,37036,MAIRI,2218,7845,154,580,0.205427433546355,0.726590719644346,37036,29,293703
BA,37052,MALHADA,2758,7343,134,301,0.261769172361428,0.696943811693242,37052,29,293705
BA,37079,MALHADA DE PEDRAS,1562,4502,75,171,0.247543581616482,0.713470681458003,37079,29,293707
BA,37095,MANOEL VITORINO,1524,7951,113,277,0.154485554992397,0.805980739989863,37095,29,293709
BA,37117,MARACÁS,3351,12388,192,620,0.202465107848468,0.74847441242221,37117,29,293711
BA,37133,MARAGOGIPE,5024,21520,353,1084,0.179550409206247,0.769093313319753,37133,29,293713
BA,37150,MARAÚ,2270,8128,155,534,0.204744295120411,0.733110850545684,37150,29,293715
BA,37176,MARCIONÍLIO SOUZA,1035,4412,61,230,0.1803764377832,0.768909027535727,37176,29,293717
BA,37192,MASCOTE,1671,4802,74,273,0.245014662756598,0.704105571847507,37192,29,293719
BA,37214,MATA DE SÃO JOÃO,6890,23805,590,1546,0.209862629831562,0.725076909018915,37214,29,293721
BA,37222,MATINA,790,6611,63,328,0.101386036960986,0.848434291581109,37222,29,293722
BA,37230,MEDEIROS NETO,5612,8293,140,584,0.383621573586711,0.566887688837241,37230,29,293723
BA,37257,MIGUEL CALMON,4300,10816,148,795,0.267762625319136,0.673516408244598,37257,29,293725
BA,37273,MILAGRES,1663,5062,52,314,0.234522634325201,0.713862642786631,37273,29,293727
BA,37290,MIRANGABA,1858,7248,105,389,0.193541666666667,0.755,37290,29,293729
BA,37303,MIRANTE,1048,4783,75,219,0.171102040816327,0.780897959183673,37303,29,293730
BA,37311,MONTE SANTO,3746,27549,299,1145,0.11442011057149,0.841473472005865,37311,29,293731
BA,37338,MORPARÁ,1499,4196,50,180,0.252995780590717,0.708185654008439,37338,29,293733
BA,37354,MORRO DO CHAPÉU,4131,15165,258,848,0.202480149005,0.743309479462798,37354,29,293735
BA,37370,MORTUGABA,2477,4296,74,311,0.346046381670858,0.600167644593462,37370,29,293737
BA,37397,MUCUGÊ,2432,4977,100,424,0.306567502836254,0.62737930165133,37397,29,293739
BA,37419,MUCURI,8897,11370,262,713,0.418840033895113,0.535260333301949,37419,29,293741
BA,37427,MULUNGU DO MORRO,925,7279,103,270,0.107846566398508,0.84866503439431,37427,29,293742
BA,37435,MUNDO NOVO,2216,8691,116,674,0.189450286398222,0.743011028468838,37435,29,293743
BA,37451,MUNIZ FERREIRA,1236,4950,75,255,0.189686924493554,0.759668508287293,37451,29,293745
BA,37460,MUQUÉM DO SÃO FRANCISCO,1582,5516,59,170,0.21591374368773,0.752831991265184,37460,29,293746
BA,37478,MURITIBA,2923,14163,302,815,0.160577926715377,0.778058561775532,37478,29,293747
BA,37494,MUTUÍPE,3484,9774,266,869,0.242062113527409,0.679080108386021,37494,29,293749
BA,37516,NAZARÉ,3818,13124,260,729,0.212927332552563,0.731916792147677,37516,29,293751
BA,37532,NILO PEÇANHA,1705,5258,120,451,0.22630740642421,0.697902840456597,37532,29,293753
BA,37559,NOVA CANAÃ,1832,7188,87,403,0.192639327024185,0.75583596214511,37559,29,293755
BA,37567,NOVA FÁTIMA,1383,4372,105,256,0.226128188358404,0.714846304774362,37567,29,293756
BA,37575,NOVA ITARANA,1111,3700,72,198,0.218657744538477,0.72820310962409,37575,29,293757
BA,37583,NOVA REDENÇÃO,545,4224,50,174,0.109152813939515,0.845984378129381,37583,29,293758
BA,37591,NOVA SOURE,2029,13341,182,594,0.125665799578843,0.82627276105537,37591,29,293759
BA,37613,NOVA VIÇOSA,10455,11687,249,874,0.449387491940683,0.502342574683,37613,29,293761
BA,37621,NOVO TRIUNFO,1076,4787,59,297,0.173018170123814,0.76973789998392,37621,29,293762
BA,37630,OLINDINA,2173,12180,165,482,0.144866666666667,0.812,37630,29,293763
BA,37656,OLIVEIRA DOS BREJINHOS,2252,10397,148,392,0.170748350898476,0.788308438850557,37656,29,293765
BA,37672,OURIÇANGAS,740,4295,70,299,0.136935603256847,0.794781643227239,37672,29,293767
BA,37680,OUROLÂNDIA,3911,6494,109,413,0.357920746774046,0.594307678228242,37680,29,293768
BA,37699,PALMAS DE MONTE ALTO,2000,11456,134,474,0.142207053469852,0.814562002275313,37699,29,293769
BA,37710,PALMEIRAS,839,5261,55,193,0.132167611846251,0.828764965343415,37710,29,293771
BA,37737,PARAMIRIM,2479,10430,185,420,0.183439396181737,0.771792215480243,37737,29,293773
BA,37753,PARATINGA,2794,15360,152,524,0.148380244291025,0.815719596388741,37753,29,293775
BA,37770,PARIPIRANGA,3279,14495,242,619,0.175959216528039,0.777837402736786,37770,29,293777
BA,37796,PAU BRASIL,2318,3257,44,260,0.394284742303113,0.554005783296479,37796,29,293779
BA,37818,PAULO AFONSO,13241,49734,651,1828,0.202294741345067,0.759831331927766,37818,29,293781
BA,37834,PEDRÃO,542,4327,56,164,0.106504224798585,0.850265278050698,37834,29,293783
BA,37850,PEDRO ALEXANDRE,1045,6252,72,342,0.135520684736091,0.810789780832577,37850,29,293785
BA,37877,PIATÃ,2850,9170,221,788,0.218742804513009,0.703814567503262,37877,29,293787
BA,37893,PILÃO ARCADO,3093,17222,201,674,0.145965077866918,0.812741859367626,37893,29,293789
BA,37915,PINDAÍ,1919,8136,126,400,0.181362820149324,0.768925432378792,37915,29,293791
BA,37931,PINDOBAÇU,3455,8354,186,412,0.278471830418312,0.673329572015798,37931,29,293793
BA,37940,PIRAÍ DO NORTE,1258,3779,63,272,0.234177215189873,0.703462397617275,37940,29,293794
